ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|usrn|usrn_mi|distance|address_detail|street_name|locality|geographic_county|postcode|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
75448778|Mossley Hill Childcare|05320397|337797.6|386891.2|1|38291631|osgb5000005197487352|3|23603188|1|20.7||Mossley Hill Drive|Liverpool|Merseyside|L17 0ES|Liverpool District|01517276117|www.mossleyhillchildcare.co.uk||||118 Information|2022-03-01
75449514|Liverpool Jewish Resource Centre Within King David Campus|05270325|340032|389176|1|38290866|osgb5000005101331812|3|23600975|2|52.3|Childwall Road||Liverpool|Merseyside|L15 6WU|Liverpool District|01512351594|||||118 Information|2022-03-01
75444964|Workers' Educational Association|05320403|334099.8|390741.4|1|38287875|osgb1000034933190|5|23603375|1|79.4|Suite 405-406 The Cotton Exchange Building|Bixteth Street|Liverpool|Merseyside|L3 9JR|Liverpool District|01512435340|www.wea.org.uk|WEA|||118 Information|2022-03-01
75441678|Trident Dental Lab Lancashire Ltd|05280335|339165|387268|1|38129514|osgb1000035211362|3|23603864|1|15.2|90|Rose Lane|Liverpool|Merseyside|L18 8AG|Liverpool District|01517244656|||||118 Information|2022-03-01
75447565|Assess Education|05320403|338715.8|389545.9|1|38265556|osgb1000035153199|2|23603551|1|49.2|The Guide Bilail House 260|Picton Road|Liverpool|Merseyside|L15 4LP|Liverpool District|01517350036|||||118 Information|2022-03-01
76233267|Card Factory|09480717|334863|390425|1|38291094|osgb1000034933857|8|23602412|3|63|50 Houghton Way|St. Johns Precinct|Liverpool|Merseyside|L1 1LN|Liverpool District|01517071076|www.cardfactory.co.uk|Card Factory|||118 Information|2022-03-01
76236571|New Bailey Chambers|02090154|334616|389954|1|10091913226|osgb1000002107211467|4|23601428|1|12.3|10|Duke Street|Liverpool|Merseyside|L1 5AS|Liverpool District|01512369402|www.newbailey.com||||118 Information|2022-03-01
76233197|Team Enterprises|05320403|335379.4|390243.6|1|38024014|osgb1000034985168|7|23601026|3|36.5|2a|Franceys Street|Liverpool|Merseyside|L3|Liverpool District|01517071404|www.teamenterprises.co.uk||||118 Information|2022-03-01
76235717|Peter Harland Ltd|02100776|334415.9|390552.5|1|38200283|osgb1000034932978|3|23604289|2|22.2|Granite Building 6|Stanley Street|Liverpool|Merseyside|L1 6AF|Liverpool District|01512360561|||||118 Information|2022-03-01
76233075|Haulfryn Leasing Ltd|02100167|334092.4|390381.4|1|38199772|osgb1000034934055|5|23601414|3|24.9|701 India Buildings|Water Street|Liverpool|Merseyside|L2|Liverpool District|01244351550|www.haulfryn.co.uk|Haulfryn Group|||118 Information|2022-03-01
76243605|Giant Liverpool|09480679|334995.9|389071.5|1|38281656|osgb1000034932440|4|23603484|1|21|29-31|Parliament Street|Liverpool|Merseyside|L8 5RN|Liverpool District|01517076116||Giant Bicycles|||118 Information|2022-03-01
76239246|Selina Hotel|01010009|335297|390112|1|38107582|osgb1000034985085|9|23603200|1|24.2|56-60|Mount Pleasant|Liverpool|Merseyside|L3 5SD|Liverpool District|01517095570|||||118 Information|2022-03-01
78300593|Vermont|02110194|334768.9|388939.1|1|38315192|osgb5000005204263989|2|23604077|1|19.4|1|Sefton Street|Liverpool|Merseyside|L8 5TH|Liverpool District|01512368094|www.vermontcl.com||||118 Information|2022-03-01
78302649|G W F Catering|02070098|334232|390556|1|38290197|osgb1000034933165|4|23601645|2|15|Unit 122 Imperial Court|Exchange Street East|Liverpool|Merseyside|L2 3AB|Liverpool District|07801966093|www.gwfcatering.co.uk||||118 Information|2022-03-01
78304024|Hair Transform Ltd|02100156|334235|390439|1|38122075|osgb1000002733078485|1|23604379|3|18|2-4 Queen Avenue|Castle Street|Liverpool|Merseyside|L2 4TX|Liverpool District|01519098198|www.hairtransform.co.uk||||118 Information|2022-03-01
78301297|Shared Earth|09480717|335120|390005|1|38019062|osgb1000034984974|7|23600577|1|20.5|71|Bold Street|Liverpool|Merseyside|L1 4EZ|Liverpool District|01517080766|www.sharedearth.co.uk||||118 Information|2022-03-01
76247875|Rialto Neighbourhood Council|06340456|335736|388889|1|38154614|osgb1000034979522|2|23604597|2|15.3|70|Upper Hill Street|Liverpool|Merseyside|L8 8JE|Liverpool District|01517080903|||||118 Information|2022-03-01
76241608|Gray Healthcare|07420584|338269|390100|1|38271113|osgb1000002733030249|4|23606623|1|63.2|Vortex Court 4|Enterprise Way|Liverpool|Merseyside|L13 1FB|Liverpool District|01512552830|www.grayhealthcare.com||||118 Information|2022-03-01
76245682|Wavertree Childwall & Woolton Children's Centre|05320397|338638|389461|1|38162083|osgb5000005203588239|1|23604769|1|147.4|The Mystery Childrens Centre 85|Wellington Road|Wavertree, Liverpool|Merseyside|L15 4LE|Liverpool District|01512336870|www.liverpool.gov.uk/childrenscentres||||118 Information|2022-03-01
76245341|University of Liverpool Veterinary Practice|05260322|336188|390289|1|38294409|osgb5000005104631422|1|23602085|1|21.4|1a|Grove Street|Liverpool|Merseyside|L7 7AE|Liverpool District|01517945969|||||118 Information|2022-03-01
76249443|Vitaflo|05280337|335347|387471.2|1||osgb1000034978735|8|23604077|2|39.4|South Harrington Building 182|Sefton Street|Brunswick Business Park, Liverpool|Merseyside|L3 4BQ|Liverpool District|01517099020|www.vitaflo.co.uk||||118 Information|2022-03-01
78311453|Belvoir Lettings|02110192|334515|390571|1|38226679|osgb1000034932661|6|23604150|1|16.5|Flat 1 20|Sir Thomas Street|Liverpool|Merseyside|L1 6BA|Liverpool District|01512311613|www.belvoir.co.uk|Belvoir|||118 Information|2022-03-01
78310313|Bistro Pierre|01020043|334533|390369|1|38025544|osgb1000034933682|7|23600772|1|8.6|14|Button Street|Liverpool|Merseyside|L2 6PS|Liverpool District|01512272577||Le Bistrot Pierre|Restaurant Type|French Restaurant|118 Information|2022-03-01
78305664|Prestige Hair Studio|02100156|336847|387374|1|38002420|osgb1000035025105|2|23600063|1|16|132|Aigburth Road|Liverpool|Merseyside|L17 7BP|Liverpool District|01517268399|||||118 Information|2022-03-01
78313201|Wallace Manufacturing Chemists Ltd|07420584|334057|390643|1|10091804766|osgb1000034933131|5|23603375|1|16.7|Harley Buildings 11|Old Hall Street|Liverpool|Merseyside|L3 9HT|Liverpool District|01512273236|www.alinter.co.uk||||118 Information|2022-03-01
78357774|Bistro Qui|02100167|335387.6|389984.6|1|38128876|osgb1000034982702|4|23603842|2|18.8|12|Rodney Street|Liverpool|Merseyside|L1 2TE|Liverpool District|01517036777|www.bistroqui.com||||118 Information|2022-03-01
78353790|Liverpool World Centre|05320403|335614.4|389020.4|1|38283232|osgb1000034982948|4|23604895|2|22.4|37-45|Windsor Street|Liverpool|Merseyside|L8 1XE|Liverpool District|01517086515|www.liverpoolworldcentre.org||||118 Information|2022-03-01
78356623|Compass Costs Solutions Ltd|02090154|334905|388077|1|38182539|osgb1000034931734|4|23605769|1|23.5|Merchant Place Section 2, Century Buildings|Brunswick Business Park|Liverpool|Merseyside|L3 4BJ|Liverpool District|01514814444|www.compasscosts.co.uk||||118 Information|2022-03-01
78353548|Atelier 2 Architects|02040063|334677.4|389958.1|1|38292847|osgb1000002730020562|16|23601428|1|14.6|Portside House|27 Duke Street|Liverpool|Merseyside|L1 5AP|Liverpool District|01517080406|www.a2architects.co.uk||||118 Information|2022-03-01
78358860|Bistro Franc|01020043|334570|390015|1|38252588|osgb1000034933376|12|23602159|1|17.1|Church House|Hanover Street|Liverpool|Merseyside|L1|Liverpool District|01517089993|||Restaurant Type|French Restaurant|118 Information|2022-03-01
78358917|Pulse Agency Ltd|02050079|334933|388319|1|38137842|osgb1000034931671|3|23604077|1|22.5|Dimensions House 79|Sefton Street|Toxteth, Liverpool|Merseyside|L8 6UD|Liverpool District|01517072535|www.pulseagency.co.uk||||118 Information|2022-03-01
78359147|Cafe Delight|01020013|335804|388121|1|38268139|osgb1000034980372|2|23603469|2|12.6|173 Park Road|Toxteth|Liverpool|Merseyside|L8 6SE|Liverpool District|01517274085|||||118 Information|2022-03-01
78355688|Bistro Jacques|01020043|335524.4|389881.6|1|38219254|osgb1000034981995|4|23602169|1|16.7|39|Hardman Street|Liverpool|Merseyside|L1 9AS|Liverpool District|01517091998|||Restaurant Type|French Restaurant|118 Information|2022-03-01
78363391|Metal Culture|03170813|337169|389955|1|38153620|osgb1000035089409|3|23606635|3|53.9|Edge Hill Railway Station|Tunnel Road|Liverpool|Merseyside|L7 6ND|Liverpool District|01517072277|www.metalculture.com||||118 Information|2022-03-01
76257738|Hit|05320403|334737|389856|1||osgb1000034932024|9|23602286|2|9.5|The Foundry|38 Henry Street|Liverpool|Merseyside|L1 5BS|Liverpool District|08444120972|||||118 Information|2022-03-01
78363021|Dong Restaurant|01020043|335014.8|389806.4|1|38289051|osgb1000034982483|3|23601428|1|20.1|149|Duke Street|Liverpool|Merseyside|L1 4JR|Liverpool District|01517088882|||Restaurant Type|Japanese Restaurant|118 Information|2022-03-01
76254623|Barbara Shields Tai Chi Quan & Qi Gong|05320395|336893|388387|1|38265559|osgb1000035028384|2|23601204|1|15.4|2b Princes Park Mansions|Croxteth Road|Liverpool|Merseyside|L8 3SA|Liverpool District|01517277960|||||118 Information|2022-03-01
76254672|K Duncalf|05320396|334637|390022|1|38209176|osgb1000034933398|13|23602159|1|13|Gostins Building 32-36|Hanover Street|Liverpool|Merseyside|L1 4LN|Liverpool District|01517087611|||||118 Information|2022-03-01
76254188|Easy Driver Training|05320390|338408|386164|1||osgb1000035147298|2|23600063|2|29.1|407|Aigburth Road|Liverpool|Merseyside|L17 6BH|Liverpool District|01514273179|||||118 Information|2022-03-01
76243957|Metropolitan Cathedral of Christ the King Liverpool|06340459|335693.7|390204.6|1|38024011|osgb1000034984727|6|23603200|2|85|Liverpool Metropolitan Cathedral|Mount Pleasant|Liverpool|Merseyside|L3 5TQ|Liverpool District|01517099222|www.liverpoolmetrocathedral.org.uk||Religion|Roman Catholic (Christian)|118 Information|2022-03-01
78535305|Infomears Consultancy Ltd|02040065|339030|390149|1|38195668|osgb1000035221239|4|23606433|1|11.6|89|Bonchurch Drive|Liverpool|Merseyside|L15 4PW|Liverpool District|07711263980|www.infomears.co.uk||||118 Information|2022-03-01
78530688|Bibby Distribution Ltd|02150223|334890|389880|1|38046225|osgb1000034932036|6|23601428|1|22.7|105|Duke Street|Liverpool|Merseyside|L1|Liverpool District|01517088000|www.bibbydist.co.uk|Bibby Distribution|||118 Information|2022-03-01
80817146|10 Duke Street Ltd|02040064|334618.4|389946.9|1|38225080|osgb1000002107211467|4|23601428|1|17.9|10|Duke Street|Liverpool|Merseyside|L1 5AS|Liverpool District|01517071454|||||118 Information|2022-03-01
80836627|Liverpool Chamber of Commerce|06350448|334081|390604|1|38113036|osgb1000034933132|9|23603375|1|23.4|1|Old Hall Street|Liverpool|Merseyside|L3 9HG|Liverpool District|01512363222|www.liverpoolchamber.co.uk||||118 Information|2022-03-01
80837205|Home Fundraising|06350816|334763.3|389179.6|1||osgb1000034932457|3|23603300|2|22|8g Shipwrights House Queens Dock Commercial Centre|Norfolk Street|Liverpool|Merseyside|L1 0BG|Liverpool District|01517091200|||||118 Information|2022-03-01
80851826|Connect Internet Solutions Ltd|02080117|334412.7|390318|1|38209595|osgb1000034934145|3|23603316|1|17|47|North John Street|Liverpool|Merseyside|L2 6SG|Liverpool District|01512824321|www.connectinternetsolutions.com||||118 Information|2022-03-01
85512017|Sony Computer Entertainment|02080117|338439|390119|1|38210520|osgb1000035157921|3|23606004|1|64.3|Napier Court|Stephenson Way|Wavertree, Liverpool|Merseyside|L13 1HD|Liverpool District|01512823000|www.scee.net||||118 Information|2022-03-01
85513073|Com Cabs|02150230|335636|390830|1|38054834|osgb1000034984176|5|23601667|1|24.6|5|Falkland Street|Liverpool|Merseyside|L3 8HB|Liverpool District|01512982060|||||118 Information|2022-03-01
85512077|Wellington Autos|02130212|338283|389360|1|38126122|osgb1000035156026|2|23603764|1|16.2|3|Rexmore Way|Liverpool|Merseyside|L15 0HX|Liverpool District|01517330620|||||118 Information|2022-03-01
85513266|P S S the Umbrella Centre|05280365|335493|390120|1|10091805951|osgb1000034985134|4|23603200|1|19.8|111|Mount Pleasant|Liverpool|Merseyside|L3 5TF|Liverpool District|01517080415|||||118 Information|2022-03-01
85537275|North West Cancer Research|06350816|335744.8|390806|1|38093513|osgb1000034984309|7|23602791|1|19|200|London Road|Liverpool|Merseyside|L3 9TA|Liverpool District|01517092919|www.cancerresearchuk.org|Cancer Research UK|||118 Information|2022-03-01
91392166|Kathleen Phythian Hypnotherapy|05280372|335319|389626|1|38219167|osgb1000034982255|3|23603842|1|21.1|88|Rodney Street|Liverpool|Merseyside|L1 9AR|Liverpool District|07957904792|www.hypnotherapy-liverpool.com||||118 Information|2022-03-01
85529855|Glow New Media|02080124|334096.9|390744.9|1||osgb1000034933190|5|23601538|3|25.3|501 Cotton Exchange Building|Old Hall Street|Liverpool|Merseyside|L3 9LQ|Liverpool District|01517079770|www.glow-internet.com||||118 Information|2022-03-01
80846019|The Disney Store|09480686|334425.8|390135.7|1|38291040|osgb1000002733068497|3|23603464|3|115.1|42-44|South John Street|Liverpool|Merseyside|L1 8BJ|Liverpool District|01517085053|www.disneystore.co.uk|The Disney Store|||118 Information|2022-03-01
76235014|Linskills Solicitors|02090154|334180.5|390443.2|1|38252546|osgb1000034934197|3|23604724|3|18.3|6-8|Castle Street|Liverpool|Merseyside|L2 0NB|Liverpool District|01512362224|www.linskills.co.uk||||118 Information|2022-03-01
76240552|Roy Castle Lung Cancer Foundation - Head Office|02100167|334099.8|390741.4|1|38292346|osgb1000034933190|5|23603375|1|79.4|Cotton Exhange|Old Hall Street|Liverpool|Merseyside|L3 9LQ|Liverpool District|03333237200|www.roycastle.org|Roy Castle Foundation|||118 Information|2022-03-01
78305099|J's Express News|09470699|334839|390389|1|38291309|osgb1000034933857|8|23602412|1|19.8|58a Houghton Street|St. Johns Precinct|Liverpool|Merseyside|L1 1LP|Liverpool District|01517076578|www.aleef.co.uk|Aleef|||118 Information|2022-03-01
78305524|Body Conscious Health & Beauty|02100156|337094|387213|1|38002470|osgb1000035086147|3|23600063|1|15.1|206|Aigburth Road|Liverpool|Merseyside|L17 9PE|Liverpool District|01517277400|www.bodyconsciousliverpool.com||||118 Information|2022-03-01
78540883|Parkgate Medico Legal Services|02090154|334099.8|390741.4|1|38301496|osgb1000034933190|5|23603375|1|79.4|Cotton Exchange|Old Hall Street|Liverpool|Merseyside|L3 9LQ|Liverpool District|01516252006|||||118 Information|2022-03-01
78540027|Rooms4u|01010009|338442.4|388519.2|1|38140580|osgb1000035150484|5|23604170|1|20.6|467|Smithdown Road|Liverpool|Merseyside|L15 5AE|Liverpool District|01517351440|||||118 Information|2022-03-01
78544096|Splinter Design|02080115|334995.9|389071.5|1|10092042670|osgb1000034932440|4|23603484|1|21|29-31|Parliament Street|Liverpool|Merseyside|L8 5RN|Liverpool District|01517099077|www.splinter.co.uk||||118 Information|2022-03-01
78539288|I P S Costs Law Ltd|02090154|334773|389813|1|38233514|osgb1000002730035268|4|23602865|1|10|9|Lydia Ann Street|Liverpool|Merseyside|L1 5BW|Liverpool District|01517083300|||||118 Information|2022-03-01
78535588|Utility|09480717|335077.8|389989.9|1|38282889|osgb1000034982603|4|23600577|1|18.2|86|Bold Street|Liverpool|Merseyside|L1 4HY|Liverpool District|01517079919|www.utilitydesign.co.uk||||118 Information|2022-03-01
78538752|Matthews & Goodman|02110195|334249|390748|1||osgb1000034933284|8|23604506|2|26.7|4th Floor Exchange Station|Tithebarn Street|Liverpool|Merseyside|L2 2QP|Liverpool District|01512364552|www.matthews-goodman.co.uk||||118 Information|2022-03-01
78548207|Pantheon Property Services Ltd|02110192|338671|389592|1|38270497|osgb1000035152805|5|23603551|1|14.5|161-165|Picton Road|Wavertree, Liverpool|Merseyside|L15 4LG|Liverpool District|01517351001|www.pantheonpropertyservices.co.uk||||118 Information|2022-03-01
80407315|Geo-neo UK Ltd|02040063|335893.7|387030.1|1|38185019|osgb1000034978578|3|23605921|1|22|7|Orchid Grove|Liverpool|Merseyside|L17 7EY|Liverpool District|01517278223|||||118 Information|2022-03-01
78548117|New Look|09460656|334482|390121|1||osgb1000002733067844|7|23603464|2|59|Unit 88-90|Paradise Street Development|Liverpool|Merseyside|L1 8JF|Liverpool District|01517027680|www.newlook.com|New Look|||118 Information|2022-03-01
80409961|C Atkinson Ltd|02100177|335174|388569|1|38160319|osgb1000034979937|2|23604721|1|15.8|47|Warwick Street|Liverpool|Merseyside|L8 6TG|Liverpool District|01517094092|||||118 Information|2022-03-01
80414295|Hit Search Ltd|02080127|334043.1|390768.4|1|38314436|osgb1000034933195|5|23601538|1|26.4|Honeycomb|Edmund Street|Liverpool|Merseyside|L3 9NG|Liverpool District|08456439289|www.hitsearchlimited.com||||118 Information|2022-03-01
80810209|Moore Stephens LLP|02090135|334938|389794|1|38292300|osgb1000034931954|5|23601428|1|30|110-114|Duke Street|Liverpool|Merseyside|L1 5AG|Liverpool District|01517031080|www.moorestephens.co.uk/Home.aspx|Moore Stephens|||118 Information|2022-03-01
80416497|The Plaza|04250762|333975.4|390917|1|38252620|osgb1000034887037|11|23603791|3|36.9|The Plaza 100|Old Hall Street|Liverpool|Merseyside|L3 9QJ|Liverpool District|01512426310|www.bruntwood.co.uk|Bruntwood Estates Ltd|||118 Information|2022-03-01
80416107|Nando's|01020043|334510|390145.4|1|38294375|osgb1000002733067844|7|23603464|1|31.2|Nandos 14|Paradise Street|Liverpool|Merseyside|L1 8JF|Liverpool District|01517097780|www.nandos.co.uk|Nando's|Restaurant Type|Restaurant|118 Information|2022-03-01
80416108|Iceland|09470667|334690|390429|1|38165254|osgb1000034933817|2|23604867|1|25.4|Unit 3-4 Williamson Square|St John Centre|Liverpool|Merseyside|L1 1EQ|Liverpool District|01517098271|www.iceland.co.uk|Iceland|||118 Information|2022-03-01
80415611|Abacus Clinic|05290362|334779.1|390099.3|1|38293524|osgb5000005108100056|2|23604071|3|31.4|6|David Lewis Street|Liverpool|Merseyside|L1 4AP|Liverpool District|01512476500|||||118 Information|2022-03-01
80418281|Welcome Takeaway|01020018|338690.7|389549.7|1|38117956|osgb1000035153256|2|23604772|3|8|258|Picton Road|Wavertree, Liverpool|Merseyside|L15 4LP|Liverpool District|01517342211|||||118 Information|2022-03-01
80811247|E Y LLP|02090135|334010|390554|1|38235693|osgb1000002733024276|7|23600915|1|18.3|Unity Building 20|Chapel Street|Liverpool|Merseyside|L3 9AG|Liverpool District|01512104200|www.ey.com/UK/en/Home|Ernst & Young LLP|||118 Information|2022-03-01
